"date";"year";"week";"ship_units";"clean_su";"ship_ma";"ship_ma30"
2015-06-05;2015;23;73;73;163.857142857143;144.816666666667
2015-06-08;2015;23;198;198;158.142857142857;146.15
2015-06-09;2015;23;219;219;158.857142857143;146.8
2015-06-10;2015;23;180;180;168.142857142857;146.9
2015-06-11;2015;24;159;159;191.142857142857;148.05
2015-06-12;2015;24;131;131;178.142857142857;148.5
2015-06-15;2015;24;217;217;159.285714285714;147.483333333333
2015-06-16;2015;24;234;234;149.857142857143;148.1
2015-06-17;2015;24;107;107;142.857142857143;148.55
2015-06-18;2015;25;87;87;136.857142857143;147.833333333333
2015-06-19;2015;25;114;114;134.714285714286;148.95
2015-06-23;2015;25;110;110;129.285714285714;150.45
2015-06-25;2015;26;89;89;138.714285714286;150.333333333333
2015-06-26;2015;26;202;202;154.142857142857;150.916666666667
2015-06-29;2015;26;196;196;152.714285714286;151.866666666667
2015-06-30;2015;26;173;173;157.142857142857;153.533333333333
2015-07-01;2015;26;195;195;164.142857142857;156.25
2015-07-02;2015;27;104;104;152.571428571429;154.783333333333
2015-07-03;2015;27;141;141;141.142857142857;150.366666666667
2015-07-06;2015;27;138;138;142.857142857143;147.966666666667
2015-07-07;2015;27;121;121;134.428571428571;149.033333333333
2015-07-08;2015;27;116;116;137.285714285714;148.6
2015-07-09;2015;28;185;185;132.571428571429;146.283333333333
2015-07-10;2015;28;136;136;139.857142857143;146.716666666667
2015-07-13;2015;28;124;124;147.285714285714;148.2
2015-07-14;2015;28;108;108;157.428571428571;148.9
2015-07-15;2015;28;189;189;152.142857142857;149.116666666667
2015-07-16;2015;29;173;173;158;150.05
2015-07-17;2015;29;187;187;177;149.466666666667
2015-07-20;2015;29;148;148;171.857142857143;147.533333333333
2015-07-21;2015;29;177;177;153.714285714286;146.933333333333
2015-07-22;2015;29;257;257;148;145.7
2015-07-23;2015;30;72;72;152.857142857143;144.916666666667
2015-07-24;2015;30;62;62;146.142857142857;146.083333333333
2015-07-27;2015;30;133;133;151;148.8
2015-07-28;2015;30;221;221;136.571428571429;152.15
2015-07-29;2015;30;101;101;144.428571428571;153.733333333333
2015-07-30;2015;31;211;211;152.142857142857;154.816666666667
2015-07-31;2015;31;156;156;150.428571428571;156.5
2015-08-03;2015;31;127;127;138;157.883333333333
2015-08-04;2015;31;116;116;141;161.033333333333
2015-08-05;2015;31;121;121;133.714285714286;160.666666666667
2015-08-06;2015;32;134;134;136.142857142857;158.316666666667
2015-08-07;2015;32;122;122;135.285714285714;158.85
2015-08-10;2015;32;160;160;137.428571428571;157.683333333333
2015-08-11;2015;32;173;173;146.428571428571;155.783333333333
2015-08-12;2015;32;121;121;164.142857142857;153.983333333333
2015-08-13;2015;33;131;131;175.571428571429;153.233333333333
2015-08-14;2015;33;184;184;171.285714285714;156.183333333333
2015-08-18;2015;33;258;258;180.285714285714;158.033333333333
2015-08-19;2015;33;202;202;189.571428571429;155.633333333333
2015-08-20;2015;34;130;130;193.285714285714;153.4
2015-08-21;2015;34;236;236;204.714285714286;151.45
2015-08-24;2015;34;186;186;169.428571428571;149.583333333333
2015-08-25;2015;34;157;157;170.571428571429;148.366666666667
2015-08-26;2015;34;264;264;178;149.1
2015-08-27;2015;35;11;11;156.142857142857;151.483333333333
2015-08-31;2015;35;210;210;147.857142857143;152.25
2015-09-01;2015;35;182;182;153.714285714286;153.5
2015-09-02;2015;35;83;83;128.285714285714;155.55
2015-09-03;2015;36;128;128;158.857142857143;156.716666666667
2015-09-04;2015;36;198;198;140.428571428571;158.466666666667
2015-09-07;2015;36;86;86;132.857142857143;161.083333333333
2015-09-08;2015;36;225;225;129.428571428571;162.633333333333
2015-09-09;2015;36;81;81;130.571428571429;161.616666666667
2015-09-10;2015;37;129;129;119.285714285714;159.2
2015-09-14;2015;37;59;59;120;159.8
2015-09-15;2015;37;136;136;115.857142857143;161.6
2015-09-16;2015;37;119;119;130.571428571429;161.366666666667
2015-09-17;2015;38;91;91;128.857142857143;159.983333333333
2015-09-18;2015;38;196;196;151;157.166666666667
2015-09-21;2015;38;184;184;158.857142857143;158.583333333333
2015-09-22;2015;38;117;117;172.142857142857;159
2015-09-23;2015;38;214;214;185.857142857143;156.1
2015-09-24;2015;39;191;191;189.571428571429;157.483333333333
2015-09-25;2015;39;212;212;189.857142857143;158.166666666667
2015-09-28;2015;39;187;187;201;157.783333333333
2015-09-29;2015;39;222;222;187.571428571429;158.3
2015-09-30;2015;39;186;186;195.714285714286;158.433333333333
2015-10-01;2015;40;195;195;197.714285714286;160.783333333333
2015-10-02;2015;40;120;120;197;161.516666666667
2015-10-05;2015;40;248;248;176.428571428571;162.5
2015-10-06;2015;40;226;226;174.714285714286;166.25
2015-10-07;2015;40;182;182;173.428571428571;167.966666666667
2015-10-08;2015;41;78;78;164.857142857143;169.85
2015-10-09;2015;41;174;174;152;170.516666666667
2015-10-13;2015;41;186;186;146.857142857143;167.366666666667
2015-10-14;2015;41;60;60;129.714285714286;164.55
2015-10-15;2015;42;158;158;153;163.733333333333
2015-10-16;2015;42;190;190;138.714285714286;162.783333333333
2015-10-18;2015;42;62;62;147.142857142857;160.55
2015-10-19;2015;42;241;241;167.428571428571;159.116666666667
2015-10-20;2015;42;74;74;152.285714285714;158.5
2015-10-21;2015;42;245;245;153;156.966666666667
2015-10-22;2015;43;202;202;176.285714285714;154.633333333333
2015-10-23;2015;43;52;52;160.857142857143;154.866666666667
2015-10-26;2015;43;195;195;177.428571428571;154.733333333333
2015-10-27;2015;43;225;225;162;151.333333333333
2015-10-28;2015;43;133;133;140.857142857143;149.983333333333
2015-10-29;2015;44;190;190;144.571428571429;151.016666666667
2015-10-30;2015;44;137;137;145.857142857143;150.933333333333
2015-11-02;2015;44;54;54;134.285714285714;148.4
2015-11-03;2015;44;78;78;133.142857142857;146.833333333333
2015-11-04;2015;44;204;204;132.857142857143;146.033333333333
2015-11-05;2015;45;144;144;139.571428571429;142.833333333333
2015-11-06;2015;45;125;125;150.714285714286;140.466666666667
2015-11-09;2015;45;188;188;155.142857142857;138.183333333333
2015-11-10;2015;45;184;184;157.428571428571;138.083333333333
2015-11-11;2015;45;132;132;156.857142857143;139.15
2015-11-12;2015;46;109;109;157.571428571429;137.8
2015-11-13;2015;46;220;220;158.857142857143;138.65
2015-11-16;2015;46;140;140;150.428571428571;138.266666666667
2015-11-17;2015;46;130;130;149;135.216666666667
